Datum_formiranja;Datum_Primene;Vazi_za;Srednji_kurs
 14.02.2014.; 16.02.2014.;1; 115,9091
 14.02.2014.; 17.02.2014.;1; 115,9091
 18.02.2014.; 18.02.2014.;1; 115,8587
 19.02.2014.; 19.02.2014.;1; 115,8644
 20.02.2014.; 20.02.2014.;1; 115,9253
 21.02.2014.; 21.02.2014.;1; 115,9067
 21.02.2014.; 22.02.2014.;1; 115,9067
 21.02.2014.; 23.02.2014.;1; 115,9067
 24.02.2014.; 24.02.2014.;1; 115,9185
 25.02.2014.; 25.02.2014.;1; 115,9036
 26.02.2014.; 26.02.2014.;1; 115,9318
 27.02.2014.; 27.02.2014.;1; 115,9571
 28.02.2014.; 28.02.2014.;1; 115,9356
 28.02.2014.; 01.03.2014.;1; 115,9356
 28.02.2014.; 02.03.2014.;1; 115,9356
 03.03.2014.; 03.03.2014.;1; 115,9507
 04.03.2014.; 04.03.2014.;1; 115,9662
 05.03.2014.; 05.03.2014.;1; 115,9629
 06.03.2014.; 06.03.2014.;1; 115,9517
 07.03.2014.; 07.03.2014.;1; 115,9473
 07.03.2014.; 08.03.2014.;1; 115,9473
 07.03.2014.; 09.03.2014.;1; 115,9473
 10.03.2014.; 10.03.2014.;1; 115,9399
 11.03.2014.; 11.03.2014.;1; 115,9316
 12.03.2014.; 12.03.2014.;1; 115,9598
 13.03.2014.; 13.03.2014.;1; 115,9612
 14.03.2014.; 14.03.2014.;1; 115,9574
 14.03.2014.; 15.03.2014.;1; 115,9574
 14.03.2014.; 16.03.2014.;1; 115,9574
 17.03.2014.; 17.03.2014.;1; 115,9515
 18.03.2014.; 18.03.2014.;1; 115,8679
 19.03.2014.; 19.03.2014.;1; 115,8919
 20.03.2014.; 20.03.2014.;1; 115,8608
 21.03.2014.; 21.03.2014.;1; 115,8235
 21.03.2014.; 22.03.2014.;1; 115,8235
 21.03.2014.; 23.03.2014.;1; 115,8235
 24.03.2014.; 24.03.2014.;1; 115,7070
 25.03.2014.; 25.03.2014.;1; 115,7135
 26.03.2014.; 26.03.2014.;1; 115,7597
 27.03.2014.; 27.03.2014.;1; 115,7763
 28.03.2014.; 28.03.2014.;1; 115,4468
 28.03.2014.; 29.03.2014.;1; 115,4468
 28.03.2014.; 30.03.2014.;1; 115,4468
 31.03.2014.; 31.03.2014.;1; 115,3845
 01.04.2014.; 01.04.2014.;1; 115,4762
 02.04.2014.; 02.04.2014.;1; 115,4865
 03.04.2014.; 03.04.2014.;1; 115,5119
 04.04.2014.; 04.04.2014.;1; 115,5046
 04.04.2014.; 05.04.2014.;1; 115,5046
 04.04.2014.; 06.04.2014.;1; 115,5046
 07.04.2014.; 07.04.2014.;1; 115,5680
 08.04.2014.; 08.04.2014.;1; 115,4946
 09.04.2014.; 09.04.2014.;1; 115,4619
 10.04.2014.; 10.04.2014.;1; 115,4831
 11.04.2014.; 11.04.2014.;1; 115,5135
 11.04.2014.; 12.04.2014.;1; 115,5135
 11.04.2014.; 13.04.2014.;1; 115,5135
 14.04.2014.; 14.04.2014.;1; 115,4895
 15.04.2014.; 15.04.2014.;1; 115,5113
 16.04.2014.; 16.04.2014.;1; 115,5144
 17.04.2014.; 17.04.2014.;1; 115,5125
 17.04.2014.; 18.04.2014.;1; 115,5125
 17.04.2014.; 19.04.2014.;1; 115,5125
 17.04.2014.; 20.04.2014.;1; 115,5125
 17.04.2014.; 21.04.2014.;1; 115,5125
 22.04.2014.; 22.04.2014.;1; 115,5111
 23.04.2014.; 23.04.2014.;1; 115,5083
 24.04.2014.; 24.04.2014.;1; 115,5323
 25.04.2014.; 25.04.2014.;1; 115,6649
 25.04.2014.; 26.04.2014.;1; 115,6649
 25.04.2014.; 27.04.2014.;1; 115,6649
 28.04.2014.; 28.04.2014.;1; 115,7191
 29.04.2014.; 29.04.2014.;1; 115,6744
 30.04.2014.; 30.04.2014.;1; 115,6751
 30.04.2014.; 01.05.2014.;1; 115,6751
 30.04.2014.; 02.05.2014.;1; 115,6751
 30.04.2014.; 03.05.2014.;1; 115,6751
 30.04.2014.; 04.05.2014.;1; 115,6751
 05.05.2014.; 05.05.2014.;1; 115,5987
 06.05.2014.; 06.05.2014.;1; 115,5908
 07.05.2014.; 07.05.2014.;1; 115,5362
 08.05.2014.; 08.05.2014.;1; 115,7173
 09.05.2014.; 09.05.2014.;1; 115,8792
 09.05.2014.; 10.05.2014.;1; 115,8792
 09.05.2014.; 11.05.2014.;1; 115,8792
 12.05.2014.; 12.05.2014.;1; 115,8085
 13.05.2014.; 13.05.2014.;1; 115,6789
 14.05.2014.; 14.05.2014.;1; 115,6201
 15.05.2014.; 15.05.2014.;1; 115,5417
 16.05.2014.; 16.05.2014.;1; 115,4946
 16.05.2014.; 17.05.2014.;1; 115,4946
 16.05.2014.; 18.05.2014.;1; 115,4946
 19.05.2014.; 19.05.2014.;1; 115,5383
 20.05.2014.; 20.05.2014.;1; 115,6412
 21.05.2014.; 21.05.2014.;1; 115,7544
 22.05.2014.; 22.05.2014.;1; 115,6719
 23.05.2014.; 23.05.2014.;1; 115,6749
 23.05.2014.; 24.05.2014.;1; 115,6749
 23.05.2014.; 25.05.2014.;1; 115,6749
 26.05.2014.; 26.05.2014.;1; 115,7240
 27.05.2014.; 27.05.2014.;1; 115,6921
 28.05.2014.; 28.05.2014.;1; 115,6663
 29.05.2014.; 29.05.2014.;1; 115,6753
 30.05.2014.; 30.05.2014.;1; 115,6520
 30.05.2014.; 31.05.2014.;1; 115,6520
 30.05.2014.; 01.06.2014.;1; 115,6520
 02.06.2014.; 02.06.2014.;1; 115,5670
 03.06.2014.; 03.06.2014.;1; 115,6105
 04.06.2014.; 04.06.2014.;1; 115,6433
 05.06.2014.; 05.06.2014.;1; 115,6686
 06.06.2014.; 06.06.2014.;1; 115,5472
 06.06.2014.; 07.06.2014.;1; 115,5472
 06.06.2014.; 08.06.2014.;1; 115,5472
 09.06.2014.; 09.06.2014.;1; 115,4882
 10.06.2014.; 10.06.2014.;1; 115,4544
 11.06.2014.; 11.06.2014.;1; 115,4439
 12.06.2014.; 12.06.2014.;1; 115,4637
 13.06.2014.; 13.06.2014.;1; 115,4582
 13.06.2014.; 14.06.2014.;1; 115,4582
 13.06.2014.; 15.06.2014.;1; 115,4582
 16.06.2014.; 16.06.2014.;1; 115,4413
 17.06.2014.; 17.06.2014.;1; 115,4391
 18.06.2014.; 18.06.2014.;1; 115,4474
 19.06.2014.; 19.06.2014.;1; 115,4275
 20.06.2014.; 20.06.2014.;1; 115,4921
 20.06.2014.; 21.06.2014.;1; 115,4921
 20.06.2014.; 22.06.2014.;1; 115,4921
 23.06.2014.; 23.06.2014.;1; 115,5057
 24.06.2014.; 24.06.2014.;1; 115,5150
 25.06.2014.; 25.06.2014.;1; 115,5449
 26.06.2014.; 26.06.2014.;1; 115,5753
 27.06.2014.; 27.06.2014.;1; 115,6984
 27.06.2014.; 28.06.2014.;1; 115,6984
 27.06.2014.; 29.06.2014.;1; 115,6984
 30.06.2014.; 30.06.2014.;1; 115,7853
 01.07.2014.; 01.07.2014.;1; 115,7097
 02.07.2014.; 02.07.2014.;1; 115,7775
 03.07.2014.; 03.07.2014.;1; 115,8409
 04.07.2014.; 04.07.2014.;1; 116,0320
 04.07.2014.; 05.07.2014.;1; 116,0320
 04.07.2014.; 06.07.2014.;1; 116,0320
 07.07.2014.; 07.07.2014.;1; 116,1844
 08.07.2014.; 08.07.2014.;1; 116,1621
 09.07.2014.; 09.07.2014.;1; 115,8739
 10.07.2014.; 10.07.2014.;1; 115,5773
 11.07.2014.; 11.07.2014.;1; 115,7330
 11.07.2014.; 12.07.2014.;1; 115,7330
 11.07.2014.; 13.07.2014.;1; 115,7330
 14.07.2014.; 14.07.2014.;1; 116,0124
 15.07.2014.; 15.07.2014.;1; 116,3215
 16.07.2014.; 16.07.2014.;1; 116,3716
 17.07.2014.; 17.07.2014.;1; 116,3120
 18.07.2014.; 18.07.2014.;1; 116,1265
 18.07.2014.; 19.07.2014.;1; 116,1265
 18.07.2014.; 20.07.2014.;1; 116,1265
 21.07.2014.; 21.07.2014.;1; 116,2408
 22.07.2014.; 22.07.2014.;1; 116,4267
 23.07.2014.; 23.07.2014.;1; 116,7331
 24.07.2014.; 24.07.2014.;1; 116,7414
 25.07.2014.; 25.07.2014.;1; 116,6372
 25.07.2014.; 26.07.2014.;1; 116,6372
 25.07.2014.; 27.07.2014.;1; 116,6372
 28.07.2014.; 28.07.2014.;1; 116,4540
 29.07.2014.; 29.07.2014.;1; 116,5222
 30.07.2014.; 30.07.2014.;1; 116,6150
 31.07.2014.; 31.07.2014.;1; 116,7676
 01.08.2014.; 01.08.2014.;1; 116,7823
 01.08.2014.; 02.08.2014.;1; 116,7823
 01.08.2014.; 03.08.2014.;1; 116,7823
 04.08.2014.; 04.08.2014.;1; 116,8550
 05.08.2014.; 05.08.2014.;1; 116,7748
 06.08.2014.; 06.08.2014.;1; 116,6988
 07.08.2014.; 07.08.2014.;1; 116,8853
 08.08.2014.; 08.08.2014.;1; 116,9904
 08.08.2014.; 09.08.2014.;1; 116,9904
 08.08.2014.; 10.08.2014.;1; 116,9904
 11.08.2014.; 11.08.2014.;1; 117,0851
 12.08.2014.; 12.08.2014.;1; 117,3120
 13.08.2014.; 13.08.2014.;1; 117,3165
 14.08.2014.; 14.08.2014.;1; 117,3918
 15.08.2014.; 15.08.2014.;1; 117,4033
 15.08.2014.; 16.08.2014.;1; 117,4033
 15.08.2014.; 17.08.2014.;1; 117,4033
 18.08.2014.; 18.08.2014.;1; 117,4026
 19.08.2014.; 19.08.2014.;1; 117,4556
 20.08.2014.; 20.08.2014.;1; 117,4397
 21.08.2014.; 21.08.2014.;1; 117,4367
 22.08.2014.; 22.08.2014.;1; 117,5632
 22.08.2014.; 23.08.2014.;1; 117,5632
 22.08.2014.; 24.08.2014.;1; 117,5632
 25.08.2014.; 25.08.2014.;1; 117,6522
 26.08.2014.; 26.08.2014.;1; 117,7147
 27.08.2014.; 27.08.2014.;1; 117,6874
 28.08.2014.; 28.08.2014.;1; 117,7915
 29.08.2014.; 29.08.2014.;1; 117,8253
 29.08.2014.; 30.08.2014.;1; 117,8253
 29.08.2014.; 31.08.2014.;1; 117,8253
 01.09.2014.; 01.09.2014.;1; 117,8341
 02.09.2014.; 02.09.2014.;1; 117,9514
 03.09.2014.; 03.09.2014.;1; 118,0728
 04.09.2014.; 04.09.2014.;1; 118,2326
 05.09.2014.; 05.09.2014.;1; 118,4256
 05.09.2014.; 06.09.2014.;1; 118,4256
 05.09.2014.; 07.09.2014.;1; 118,4256
 08.09.2014.; 08.09.2014.;1; 118,7954
 09.09.2014.; 09.09.2014.;1; 119,0441
 10.09.2014.; 10.09.2014.;1; 118,8302
 11.09.2014.; 11.09.2014.;1; 118,8462
 12.09.2014.; 12.09.2014.;1; 119,0029
 12.09.2014.; 13.09.2014.;1; 119,0029
 12.09.2014.; 14.09.2014.;1; 119,0029
 15.09.2014.; 15.09.2014.;1; 119,0301
 16.09.2014.; 16.09.2014.;1; 119,0767
 17.09.2014.; 17.09.2014.;1; 118,8087
 18.09.2014.; 18.09.2014.;1; 118,7167
 19.09.2014.; 19.09.2014.;1; 118,6180
 19.09.2014.; 20.09.2014.;1; 118,6180
 19.09.2014.; 21.09.2014.;1; 118,6180
 22.09.2014.; 22.09.2014.;1; 118,3312
 23.09.2014.; 23.09.2014.;1; 118,3562
 24.09.2014.; 24.09.2014.;1; 118,5642
 25.09.2014.; 25.09.2014.;1; 118,6959
 26.09.2014.; 26.09.2014.;1; 118,6930
 26.09.2014.; 27.09.2014.;1; 118,6930
 26.09.2014.; 28.09.2014.;1; 118,6930
 29.09.2014.; 29.09.2014.;1; 118,8194
 30.09.2014.; 30.09.2014.;1; 118,8509
 01.10.2014.; 01.10.2014.;1; 118,9225
 02.10.2014.; 02.10.2014.;1; 118,8444
 03.10.2014.; 03.10.2014.;1; 118,9932
 03.10.2014.; 04.10.2014.;1; 118,9932
 03.10.2014.; 05.10.2014.;1; 118,9932
 06.10.2014.; 06.10.2014.;1; 119,1253
 07.10.2014.; 07.10.2014.;1; 119,3096
 08.10.2014.; 08.10.2014.;1; 119,4055
 09.10.2014.; 09.10.2014.;1; 119,5502
 10.10.2014.; 10.10.2014.;1; 119,4393
 10.10.2014.; 11.10.2014.;1; 119,4393
 10.10.2014.; 12.10.2014.;1; 119,4393
 13.10.2014.; 13.10.2014.;1; 119,4024
 14.10.2014.; 14.10.2014.;1; 119,4168
 15.10.2014.; 15.10.2014.;1; 119,4500
 16.10.2014.; 16.10.2014.;1; 119,3834
 17.10.2014.; 17.10.2014.;1; 119,5007
 17.10.2014.; 18.10.2014.;1; 119,5007
 17.10.2014.; 19.10.2014.;1; 119,5007
 20.10.2014.; 20.10.2014.;1; 119,5510
 21.10.2014.; 21.10.2014.;1; 119,5880
 22.10.2014.; 22.10.2014.;1; 119,3786
 23.10.2014.; 23.10.2014.;1; 119,3892
 24.10.2014.; 24.10.2014.;1; 119,5079
 24.10.2014.; 25.10.2014.;1; 119,5079
 24.10.2014.; 26.10.2014.;1; 119,5079
 27.10.2014.; 27.10.2014.;1; 119,4864
 28.10.2014.; 28.10.2014.;1; 119,5205
 29.10.2014.; 29.10.2014.;1; 119,4713
 30.10.2014.; 30.10.2014.;1; 119,3170
 31.10.2014.; 31.10.2014.;1; 119,0888
 31.10.2014.; 01.11.2014.;1; 119,0888
 31.10.2014.; 02.11.2014.;1; 119,0888
 03.11.2014.; 03.11.2014.;1; 118,9794
 04.11.2014.; 04.11.2014.;1; 119,1121
 05.11.2014.; 05.11.2014.;1; 119,2822
 06.11.2014.; 06.11.2014.;1; 119,3424
 07.11.2014.; 07.11.2014.;1; 119,4518
 07.11.2014.; 08.11.2014.;1; 119,4518
 07.11.2014.; 09.11.2014.;1; 119,4518
 10.11.2014.; 10.11.2014.;1; 119,6775
 10.11.2014.; 11.11.2014.;1; 119,6775
 12.11.2014.; 12.11.2014.;1; 119,9560
 13.11.2014.; 13.11.2014.;1; 120,3918
 14.11.2014.; 14.11.2014.;1; 120,5412
 14.11.2014.; 15.11.2014.;1; 120,5412
 14.11.2014.; 16.11.2014.;1; 120,5412
 17.11.2014.; 17.11.2014.;1; 119,9474
 18.11.2014.; 18.11.2014.;1; 120,0628
 19.11.2014.; 19.11.2014.;1; 120,4385
 20.11.2014.; 20.11.2014.;1; 120,3655
 21.11.2014.; 21.11.2014.;1; 120,0195
 21.11.2014.; 22.11.2014.;1; 120,0195
 21.11.2014.; 23.11.2014.;1; 120,0195
 24.11.2014.; 24.11.2014.;1; 120,2598
 25.11.2014.; 25.11.2014.;1; 120,4737
 26.11.2014.; 26.11.2014.;1; 120,5307
 27.11.2014.; 27.11.2014.;1; 120,2968
 28.11.2014.; 28.11.2014.;1; 120,5468
 28.11.2014.; 29.11.2014.;1; 120,5468
 28.11.2014.; 30.11.2014.;1; 120,5468
 01.12.2014.; 01.12.2014.;1; 120,6223
 02.12.2014.; 02.12.2014.;1; 120,7828
 03.12.2014.; 03.12.2014.;1; 120,7489
 04.12.2014.; 04.12.2014.;1; 120,9997
 05.12.2014.; 05.12.2014.;1; 121,2160
 05.12.2014.; 06.12.2014.;1; 121,2160
 05.12.2014.; 07.12.2014.;1; 121,2160
 08.12.2014.; 08.12.2014.;1; 121,5483
 09.12.2014.; 09.12.2014.;1; 121,8255
 10.12.2014.; 10.12.2014.;1; 121,9496
 11.12.2014.; 11.12.2014.;1; 122,0724
 12.12.2014.; 12.12.2014.;1; 121,9713
 12.12.2014.; 13.12.2014.;1; 121,9713
 12.12.2014.; 14.12.2014.;1; 121,9713
 15.12.2014.; 15.12.2014.;1; 122,1498
 16.12.2014.; 16.12.2014.;1; 122,2093
 17.12.2014.; 17.12.2014.;1; 122,4547
 18.12.2014.; 18.12.2014.;1; 122,6321
 19.12.2014.; 19.12.2014.;1; 122,4206
 19.12.2014.; 20.12.2014.;1; 122,4206
 19.12.2014.; 21.12.2014.;1; 122,4206
 22.12.2014.; 22.12.2014.;1; 121,2852
 23.12.2014.; 23.12.2014.;1; 121,3053
 24.12.2014.; 24.12.2014.;1; 121,8932
 25.12.2014.; 25.12.2014.;1; 121,9612
 26.12.2014.; 26.12.2014.;1; 120,6893
 26.12.2014.; 27.12.2014.;1; 120,6893
 26.12.2014.; 28.12.2014.;1; 120,6893
 29.12.2014.; 29.12.2014.;1; 120,4060
 30.12.2014.; 30.12.2014.;1; 121,0481
 31.12.2014.; 31.12.2014.;1; 120,9583
 31.12.2014.; 01.01.2015.;1; 120,9583
 31.12.2014.; 02.01.2015.;1; 120,9583
 31.12.2014.; 03.01.2015.;1; 120,9583
 31.12.2014.; 04.01.2015.;1; 120,9583
 05.01.2015.; 05.01.2015.;1; 121,1543
 06.01.2015.; 06.01.2015.;1; 121,7415
 06.01.2015.; 07.01.2015.;1; 121,7415
 08.01.2015.; 08.01.2015.;1; 122,3077
 09.01.2015.; 09.01.2015.;1; 122,6603
 09.01.2015.; 10.01.2015.;1; 122,6603
 09.01.2015.; 11.01.2015.;1; 122,6603
 12.01.2015.; 12.01.2015.;1; 122,7702
 13.01.2015.; 13.01.2015.;1; 122,7564
 14.01.2015.; 14.01.2015.;1; 122,8202
 15.01.2015.; 15.01.2015.;1; 122,4890
 16.01.2015.; 16.01.2015.;1; 122,6735
 16.01.2015.; 17.01.2015.;1; 122,6735
 16.01.2015.; 18.01.2015.;1; 122,6735
 19.01.2015.; 19.01.2015.;1; 122,3815
 20.01.2015.; 20.01.2015.;1; 121,8955
 21.01.2015.; 21.01.2015.;1; 122,0743
 22.01.2015.; 22.01.2015.;1; 122,4469
 23.01.2015.; 23.01.2015.;1; 122,6076
 23.01.2015.; 24.01.2015.;1; 122,6076
 23.01.2015.; 25.01.2015.;1; 122,6076
 26.01.2015.; 26.01.2015.;1; 122,9018
 27.01.2015.; 27.01.2015.;1; 123,4677
 28.01.2015.; 28.01.2015.;1; 123,4127
 29.01.2015.; 29.01.2015.;1; 123,5774
 30.01.2015.; 30.01.2015.;1; 123,5499
 30.01.2015.; 31.01.2015.;1; 123,5499
 30.01.2015.; 01.02.2015.;1; 123,5499
 02.02.2015.; 02.02.2015.;1; 123,2851
 03.02.2015.; 03.02.2015.;1; 122,7318
 04.02.2015.; 04.02.2015.;1; 121,7002
 05.02.2015.; 05.02.2015.;1; 122,0325
 06.02.2015.; 06.02.2015.;1; 122,4398
 06.02.2015.; 07.02.2015.;1; 122,4398
 06.02.2015.; 08.02.2015.;1; 122,4398
 09.02.2015.; 09.02.2015.;1; 122,3461
 10.02.2015.; 10.02.2015.;1; 122,1158
 11.02.2015.; 11.02.2015.;1; 122,1032
 12.02.2015.; 12.02.2015.;1; 122,1735
 13.02.2015.; 13.02.2015.;1; 121,7261
 13.02.2015.; 14.02.2015.;1; 121,7261
 13.02.2015.; 15.02.2015.;1; 121,7261
 13.02.2015.; 16.02.2015.;1; 121,7261
 13.02.2015.; 17.02.2015.;1; 121,7261
 18.02.2015.; 18.02.2015.;1; 121,2415
 19.02.2015.; 19.02.2015.;1; 121,5484
 20.02.2015.; 20.02.2015.;1; 121,2041
 20.02.2015.; 21.02.2015.;1; 121,2041
 20.02.2015.; 22.02.2015.;1; 121,2041
 23.02.2015.; 23.02.2015.;1; 120,4658
 24.02.2015.; 24.02.2015.;1; 120,2205
 25.02.2015.; 25.02.2015.;1; 120,2381
 26.02.2015.; 26.02.2015.;1; 120,4584
 27.02.2015.; 27.02.2015.;1; 120,3281
 27.02.2015.; 28.02.2015.;1; 120,3281
 27.02.2015.; 01.03.2015.;1; 120,3281
 02.03.2015.; 02.03.2015.;1; 120,2447
 03.03.2015.; 03.03.2015.;1; 120,4812
 04.03.2015.; 04.03.2015.;1; 120,8705
 05.03.2015.; 05.03.2015.;1; 120,8622
 06.03.2015.; 06.03.2015.;1; 120,8559
 06.03.2015.; 07.03.2015.;1; 120,8559
 06.03.2015.; 08.03.2015.;1; 120,8559
 09.03.2015.; 09.03.2015.;1; 120,7037
 10.03.2015.; 10.03.2015.;1; 120,8872
 11.03.2015.; 11.03.2015.;1; 120,9947
 12.03.2015.; 12.03.2015.;1; 120,7083
 13.03.2015.; 13.03.2015.;1; 120,5170
 13.03.2015.; 14.03.2015.;1; 120,5170
 13.03.2015.; 15.03.2015.;1; 120,5170
 16.03.2015.; 16.03.2015.;1; 120,1681
 17.03.2015.; 17.03.2015.;1; 120,1831
 18.03.2015.; 18.03.2015.;1; 120,0097
 19.03.2015.; 19.03.2015.;1; 120,0749
 20.03.2015.; 20.03.2015.;1; 119,9507
 20.03.2015.; 21.03.2015.;1; 119,9507
 20.03.2015.; 22.03.2015.;1; 119,9507
 23.03.2015.; 23.03.2015.;1; 119,9915
 24.03.2015.; 24.03.2015.;1; 120,2066
 25.03.2015.; 25.03.2015.;1; 120,4311
 26.03.2015.; 26.03.2015.;1; 120,9203
 27.03.2015.; 27.03.2015.;1; 120,6327
 27.03.2015.; 28.03.2015.;1; 120,6327
 27.03.2015.; 29.03.2015.;1; 120,6327
 30.03.2015.; 30.03.2015.;1; 120,4267
 31.03.2015.; 31.03.2015.;1; 120,2153
 01.04.2015.; 01.04.2015.;1; 120,1003
 02.04.2015.; 02.04.2015.;1; 120,1433
 03.04.2015.; 03.04.2015.;1; 120,0558
 03.04.2015.; 04.04.2015.;1; 120,0558
 03.04.2015.; 05.04.2015.;1; 120,0558
 06.04.2015.; 06.04.2015.;1; 120,0085
 07.04.2015.; 07.04.2015.;1; 120,0047
 08.04.2015.; 08.04.2015.;1; 119,9925
 09.04.2015.; 09.04.2015.;1; 120,0239
 09.04.2015.; 10.04.2015.;1; 120,0239
 09.04.2015.; 11.04.2015.;1; 120,0239
 09.04.2015.; 12.04.2015.;1; 120,0239
 09.04.2015.; 13.04.2015.;1; 120,0239
 14.04.2015.; 14.04.2015.;1; 120,0378
 15.04.2015.; 15.04.2015.;1; 120,0161
 16.04.2015.; 16.04.2015.;1; 120,0227
 17.04.2015.; 17.04.2015.;1; 120,0720
 17.04.2015.; 18.04.2015.;1; 120,0720
 17.04.2015.; 19.04.2015.;1; 120,0720
 20.04.2015.; 20.04.2015.;1; 120,0535
 21.04.2015.; 21.04.2015.;1; 120,0144
 22.04.2015.; 22.04.2015.;1; 120,0798
 23.04.2015.; 23.04.2015.;1; 120,2190
 24.04.2015.; 24.04.2015.;1; 120,8553
 24.04.2015.; 25.04.2015.;1; 120,8553
 24.04.2015.; 26.04.2015.;1; 120,8553
 27.04.2015.; 27.04.2015.;1; 120,8122
 28.04.2015.; 28.04.2015.;1; 120,5122
 29.04.2015.; 29.04.2015.;1; 120,2514
 30.04.2015.; 30.04.2015.;1; 120,1498
 30.04.2015.; 01.05.2015.;1; 120,1498
 30.04.2015.; 02.05.2015.;1; 120,1498
 30.04.2015.; 03.05.2015.;1; 120,1498
 04.05.2015.; 04.05.2015.;1; 120,1400
 05.05.2015.; 05.05.2015.;1; 120,6402
 06.05.2015.; 06.05.2015.;1; 120,6458
 07.05.2015.; 07.05.2015.;1; 120,6091
 08.05.2015.; 08.05.2015.;1; 120,8562
 08.05.2015.; 09.05.2015.;1; 120,8562
 08.05.2015.; 10.05.2015.;1; 120,8562
 11.05.2015.; 11.05.2015.;1; 120,8429
 12.05.2015.; 12.05.2015.;1; 120,6510
 13.05.2015.; 13.05.2015.;1; 120,4853
 14.05.2015.; 14.05.2015.;1; 120,3206
 15.05.2015.; 15.05.2015.;1; 120,3568
 15.05.2015.; 16.05.2015.;1; 120,3568
 15.05.2015.; 17.05.2015.;1; 120,3568
 18.05.2015.; 18.05.2015.;1; 120,4764
 19.05.2015.; 19.05.2015.;1; 120,5348
 20.05.2015.; 20.05.2015.;1; 120,6343
 21.05.2015.; 21.05.2015.;1; 120,5778
 22.05.2015.; 22.05.2015.;1; 120,4136
 22.05.2015.; 23.05.2015.;1; 120,4136
 22.05.2015.; 24.05.2015.;1; 120,4136
 25.05.2015.; 25.05.2015.;1; 120,5570
 26.05.2015.; 26.05.2015.;1; 120,8693
 27.05.2015.; 27.05.2015.;1; 120,8424
 28.05.2015.; 28.05.2015.;1; 120,8783
 29.05.2015.; 29.05.2015.;1; 120,5636
 29.05.2015.; 30.05.2015.;1; 120,5636
 29.05.2015.; 31.05.2015.;1; 120,5636
 01.06.2015.; 01.06.2015.;1; 120,6102
 02.06.2015.; 02.06.2015.;1; 120,6313
 03.06.2015.; 03.06.2015.;1; 120,6626
 04.06.2015.; 04.06.2015.;1; 120,7405
 05.06.2015.; 05.06.2015.;1; 120,4709
 05.06.2015.; 06.06.2015.;1; 120,4709
 05.06.2015.; 07.06.2015.;1; 120,4709
 08.06.2015.; 08.06.2015.;1; 120,4375
 09.06.2015.; 09.06.2015.;1; 120,6694
 10.06.2015.; 10.06.2015.;1; 120,7103
 11.06.2015.; 11.06.2015.;1; 120,6956
 12.06.2015.; 12.06.2015.;1; 120,5339
 12.06.2015.; 13.06.2015.;1; 120,5339
 12.06.2015.; 14.06.2015.;1; 120,5339
 15.06.2015.; 15.06.2015.;1; 120,4050
 16.06.2015.; 16.06.2015.;1; 120,4102
 17.06.2015.; 17.06.2015.;1; 120,5645
 18.06.2015.; 18.06.2015.;1; 120,5787
 19.06.2015.; 19.06.2015.;1; 120,5871
 19.06.2015.; 20.06.2015.;1; 120,5871
 19.06.2015.; 21.06.2015.;1; 120,5871
 22.06.2015.; 22.06.2015.;1; 120,5717
 23.06.2015.; 23.06.2015.;1; 120,7169
 24.06.2015.; 24.06.2015.;1; 120,4988
 25.06.2015.; 25.06.2015.;1; 120,4217
 26.06.2015.; 26.06.2015.;1; 120,3847
 26.06.2015.; 27.06.2015.;1; 120,3847
 26.06.2015.; 28.06.2015.;1; 120,3847
 29.06.2015.; 29.06.2015.;1; 120,3082
 30.06.2015.; 30.06.2015.;1; 120,6042
 01.07.2015.; 01.07.2015.;1; 120,3393
 02.07.2015.; 02.07.2015.;1; 120,2741
 03.07.2015.; 03.07.2015.;1; 120,2196
 03.07.2015.; 04.07.2015.;1; 120,2196
 03.07.2015.; 05.07.2015.;1; 120,2196
 06.07.2015.; 06.07.2015.;1; 120,2368
 07.07.2015.; 07.07.2015.;1; 120,1854
 08.07.2015.; 08.07.2015.;1; 120,2900
 09.07.2015.; 09.07.2015.;1; 120,3000
 10.07.2015.; 10.07.2015.;1; 120,2475
 10.07.2015.; 11.07.2015.;1; 120,2475
 10.07.2015.; 12.07.2015.;1; 120,2475
 13.07.2015.; 13.07.2015.;1; 120,2093
 14.07.2015.; 14.07.2015.;1; 120,1701
 15.07.2015.; 15.07.2015.;1; 120,1451
 16.07.2015.; 16.07.2015.;1; 120,1131
 17.07.2015.; 17.07.2015.;1; 120,1473
 17.07.2015.; 18.07.2015.;1; 120,1473
 17.07.2015.; 19.07.2015.;1; 120,1473
 20.07.2015.; 20.07.2015.;1; 120,1332
 21.07.2015.; 21.07.2015.;1; 120,1321
 22.07.2015.; 22.07.2015.;1; 120,1305
 23.07.2015.; 23.07.2015.;1; 120,1265
 24.07.2015.; 24.07.2015.;1; 120,2948
 24.07.2015.; 25.07.2015.;1; 120,2948
 24.07.2015.; 26.07.2015.;1; 120,2948
 27.07.2015.; 27.07.2015.;1; 120,3059
 28.07.2015.; 28.07.2015.;1; 120,3050
 29.07.2015.; 29.07.2015.;1; 120,2219
 30.07.2015.; 30.07.2015.;1; 120,2307
 31.07.2015.; 31.07.2015.;1; 120,1505
 31.07.2015.; 01.08.2015.;1; 120,1505
 31.07.2015.; 02.08.2015.;1; 120,1505
 03.08.2015.; 03.08.2015.;1; 120,1637
 04.08.2015.; 04.08.2015.;1; 120,1798
 05.08.2015.; 05.08.2015.;1; 120,1819
 06.08.2015.; 06.08.2015.;1; 120,1897
