Datum_formiranja;Datum_Primene;Vazi_za;Srednji_kurs
 28.08.2012.; 28.08.2012.;1; 117,3778
 29.08.2012.; 29.08.2012.;1; 117,7431
 30.08.2012.; 30.08.2012.;1; 118,0443
 31.08.2012.; 31.08.2012.;1; 118,4517
 31.08.2012.; 01.09.2012.;1; 118,4517
 31.08.2012.; 02.09.2012.;1; 118,4517
 03.09.2012.; 03.09.2012.;1; 118,4312
 04.09.2012.; 04.09.2012.;1; 118,4695
 05.09.2012.; 05.09.2012.;1; 117,9915
 06.09.2012.; 06.09.2012.;1; 117,6990
 07.09.2012.; 07.09.2012.;1; 117,7050
 07.09.2012.; 08.09.2012.;1; 117,7050
 07.09.2012.; 09.09.2012.;1; 117,7050
 10.09.2012.; 10.09.2012.;1; 116,6268
 11.09.2012.; 11.09.2012.;1; 116,3019
 12.09.2012.; 12.09.2012.;1; 116,4581
 13.09.2012.; 13.09.2012.;1; 117,2132
 14.09.2012.; 14.09.2012.;1; 117,1797
 14.09.2012.; 15.09.2012.;1; 117,1797
 14.09.2012.; 16.09.2012.;1; 117,1797
 17.09.2012.; 17.09.2012.;1; 116,3623
 18.09.2012.; 18.09.2012.;1; 115,9764
 19.09.2012.; 19.09.2012.;1; 115,1515
 20.09.2012.; 20.09.2012.;1; 115,2373
 21.09.2012.; 21.09.2012.;1; 115,2809
 21.09.2012.; 22.09.2012.;1; 115,2809
 21.09.2012.; 23.09.2012.;1; 115,2809
 24.09.2012.; 24.09.2012.;1; 115,3700
 25.09.2012.; 25.09.2012.;1; 115,5257
 26.09.2012.; 26.09.2012.;1; 115,0582
 27.09.2012.; 27.09.2012.;1; 114,9286
 28.09.2012.; 28.09.2012.;1; 115,0320
 28.09.2012.; 29.09.2012.;1; 115,0320
 28.09.2012.; 30.09.2012.;1; 115,0320
 01.10.2012.; 01.10.2012.;1; 114,7994
 02.10.2012.; 02.10.2012.;1; 114,9885
 03.10.2012.; 03.10.2012.;1; 115,6325
 04.10.2012.; 04.10.2012.;1; 115,2055
 05.10.2012.; 05.10.2012.;1; 115,0291
 05.10.2012.; 06.10.2012.;1; 115,0291
 05.10.2012.; 07.10.2012.;1; 115,0291
 08.10.2012.; 08.10.2012.;1; 114,9712
 09.10.2012.; 09.10.2012.;1; 114,8915
 10.10.2012.; 10.10.2012.;1; 114,6884
 11.10.2012.; 11.10.2012.;1; 114,1212
 12.10.2012.; 12.10.2012.;1; 113,8924
 12.10.2012.; 13.10.2012.;1; 113,8924
 12.10.2012.; 14.10.2012.;1; 113,8924
 15.10.2012.; 15.10.2012.;1; 112,5069
 16.10.2012.; 16.10.2012.;1; 111,1462
 17.10.2012.; 17.10.2012.;1; 111,0442
 18.10.2012.; 18.10.2012.;1; 112,4642
 19.10.2012.; 19.10.2012.;1; 113,7045
 19.10.2012.; 20.10.2012.;1; 113,7045
 19.10.2012.; 21.10.2012.;1; 113,7045
 22.10.2012.; 22.10.2012.;1; 113,9644
 23.10.2012.; 23.10.2012.;1; 113,4928
 24.10.2012.; 24.10.2012.;1; 113,0575
 25.10.2012.; 25.10.2012.;1; 113,5483
 26.10.2012.; 26.10.2012.;1; 114,1036
 26.10.2012.; 27.10.2012.;1; 114,1036
 26.10.2012.; 28.10.2012.;1; 114,1036
 29.10.2012.; 29.10.2012.;1; 114,3580
 30.10.2012.; 30.10.2012.;1; 113,8733
 31.10.2012.; 31.10.2012.;1; 113,2836
 01.11.2012.; 01.11.2012.;1; 113,4249
 02.11.2012.; 02.11.2012.;1; 114,2348
 02.11.2012.; 03.11.2012.;1; 114,2348
 02.11.2012.; 04.11.2012.;1; 114,2348
 05.11.2012.; 05.11.2012.;1; 113,8669
 06.11.2012.; 06.11.2012.;1; 113,4758
 07.11.2012.; 07.11.2012.;1; 113,6044
 08.11.2012.; 08.11.2012.;1; 113,2715
 09.11.2012.; 09.11.2012.;1; 112,8242
 09.11.2012.; 10.11.2012.;1; 112,8242
 09.11.2012.; 11.11.2012.;1; 112,8242
 09.11.2012.; 12.11.2012.;1; 112,8242
 13.11.2012.; 13.11.2012.;1; 112,1405
 14.11.2012.; 14.11.2012.;1; 111,8479
 15.11.2012.; 15.11.2012.;1; 112,6731
 16.11.2012.; 16.11.2012.;1; 112,1930
 16.11.2012.; 17.11.2012.;1; 112,1930
 16.11.2012.; 18.11.2012.;1; 112,1930
 19.11.2012.; 19.11.2012.;1; 112,4210
 20.11.2012.; 20.11.2012.;1; 112,5325
 21.11.2012.; 21.11.2012.;1; 112,9430
 22.11.2012.; 22.11.2012.;1; 113,4728
 23.11.2012.; 23.11.2012.;1; 113,0790
 23.11.2012.; 24.11.2012.;1; 113,0790
 23.11.2012.; 25.11.2012.;1; 113,0790
 26.11.2012.; 26.11.2012.;1; 112,5139
 27.11.2012.; 27.11.2012.;1; 111,9875
 28.11.2012.; 28.11.2012.;1; 112,7102
 29.11.2012.; 29.11.2012.;1; 113,2765
 30.11.2012.; 30.11.2012.;1; 112,6378
 30.11.2012.; 01.12.2012.;1; 112,6378
 30.11.2012.; 02.12.2012.;1; 112,6378
 03.12.2012.; 03.12.2012.;1; 113,0646
 04.12.2012.; 04.12.2012.;1; 113,3802
 05.12.2012.; 05.12.2012.;1; 113,6040
 06.12.2012.; 06.12.2012.;1; 113,9663
 07.12.2012.; 07.12.2012.;1; 114,2065
 07.12.2012.; 08.12.2012.;1; 114,2065
 07.12.2012.; 09.12.2012.;1; 114,2065
 10.12.2012.; 10.12.2012.;1; 113,9422
 11.12.2012.; 11.12.2012.;1; 114,1082
 12.12.2012.; 12.12.2012.;1; 113,9780
 13.12.2012.; 13.12.2012.;1; 113,9701
 14.12.2012.; 14.12.2012.;1; 113,7847
 14.12.2012.; 15.12.2012.;1; 113,7847
 14.12.2012.; 16.12.2012.;1; 113,7847
 17.12.2012.; 17.12.2012.;1; 113,3872
 18.12.2012.; 18.12.2012.;1; 113,0118
 19.12.2012.; 19.12.2012.;1; 113,2295
 20.12.2012.; 20.12.2012.;1; 113,5061
 21.12.2012.; 21.12.2012.;1; 113,2220
 21.12.2012.; 22.12.2012.;1; 113,2220
 21.12.2012.; 23.12.2012.;1; 113,2220
 24.12.2012.; 24.12.2012.;1; 112,9278
 25.12.2012.; 25.12.2012.;1; 113,0794
 26.12.2012.; 26.12.2012.;1; 113,1274
 27.12.2012.; 27.12.2012.;1; 113,4638
 28.12.2012.; 28.12.2012.;1; 113,6896
 28.12.2012.; 29.12.2012.;1; 113,6896
 28.12.2012.; 30.12.2012.;1; 113,6896
 31.12.2012.; 31.12.2012.;1; 113,7183
 31.12.2012.; 01.01.2013.;1; 113,7183
 31.12.2012.; 02.01.2013.;1; 113,7183
 03.01.2013.; 03.01.2013.;1; 112,3495
 04.01.2013.; 04.01.2013.;1; 112,3588
 04.01.2013.; 05.01.2013.;1; 112,3588
 04.01.2013.; 06.01.2013.;1; 112,3588
 04.01.2013.; 07.01.2013.;1; 112,3588
 08.01.2013.; 08.01.2013.;1; 112,3276
 09.01.2013.; 09.01.2013.;1; 112,2187
 10.01.2013.; 10.01.2013.;1; 111,9073
 11.01.2013.; 11.01.2013.;1; 111,9826
 11.01.2013.; 12.01.2013.;1; 111,9826
 11.01.2013.; 13.01.2013.;1; 111,9826
 14.01.2013.; 14.01.2013.;1; 111,9292
 15.01.2013.; 15.01.2013.;1; 111,9276
 16.01.2013.; 16.01.2013.;1; 111,9925
 17.01.2013.; 17.01.2013.;1; 112,2873
 18.01.2013.; 18.01.2013.;1; 112,2382
 18.01.2013.; 19.01.2013.;1; 112,2382
 18.01.2013.; 20.01.2013.;1; 112,2382
 21.01.2013.; 21.01.2013.;1; 111,8819
 22.01.2013.; 22.01.2013.;1; 111,7456
 23.01.2013.; 23.01.2013.;1; 111,9979
 24.01.2013.; 24.01.2013.;1; 111,6466
 25.01.2013.; 25.01.2013.;1; 111,2567
 25.01.2013.; 26.01.2013.;1; 111,2567
 25.01.2013.; 27.01.2013.;1; 111,2567
 28.01.2013.; 28.01.2013.;1; 111,6043
 29.01.2013.; 29.01.2013.;1; 111,9343
 30.01.2013.; 30.01.2013.;1; 112,0591
 31.01.2013.; 31.01.2013.;1; 111,6013
 01.02.2013.; 01.02.2013.;1; 111,4149
 01.02.2013.; 02.02.2013.;1; 111,4149
 01.02.2013.; 03.02.2013.;1; 111,4149
 04.02.2013.; 04.02.2013.;1; 111,2754
 05.02.2013.; 05.02.2013.;1; 111,4255
 06.02.2013.; 06.02.2013.;1; 111,4097
 07.02.2013.; 07.02.2013.;1; 111,3004
 08.02.2013.; 08.02.2013.;1; 111,5082
 08.02.2013.; 09.02.2013.;1; 111,5082
 08.02.2013.; 10.02.2013.;1; 111,5082
 11.02.2013.; 11.02.2013.;1; 111,7612
 12.02.2013.; 12.02.2013.;1; 111,6702
 13.02.2013.; 13.02.2013.;1; 111,6067
 14.02.2013.; 14.02.2013.;1; 111,1945
 14.02.2013.; 15.02.2013.;1; 111,1945
 14.02.2013.; 16.02.2013.;1; 111,1945
 14.02.2013.; 17.02.2013.;1; 111,1945
 18.02.2013.; 18.02.2013.;1; 111,1627
 19.02.2013.; 19.02.2013.;1; 111,3482
 20.02.2013.; 20.02.2013.;1; 111,2517
 21.02.2013.; 21.02.2013.;1; 111,1356
 22.02.2013.; 22.02.2013.;1; 111,2286
 22.02.2013.; 23.02.2013.;1; 111,2286
 22.02.2013.; 24.02.2013.;1; 111,2286
 25.02.2013.; 25.02.2013.;1; 111,4438
 26.02.2013.; 26.02.2013.;1; 111,3634
 27.02.2013.; 27.02.2013.;1; 111,4605
 28.02.2013.; 28.02.2013.;1; 111,5200
 01.03.2013.; 01.03.2013.;1; 111,3989
 01.03.2013.; 02.03.2013.;1; 111,3989
 01.03.2013.; 03.03.2013.;1; 111,3989
 04.03.2013.; 04.03.2013.;1; 111,3336
 05.03.2013.; 05.03.2013.;1; 111,4526
 06.03.2013.; 06.03.2013.;1; 111,5166
 07.03.2013.; 07.03.2013.;1; 111,4779
 08.03.2013.; 08.03.2013.;1; 111,7684
 08.03.2013.; 09.03.2013.;1; 111,7684
 08.03.2013.; 10.03.2013.;1; 111,7684
 11.03.2013.; 11.03.2013.;1; 112,2166
 12.03.2013.; 12.03.2013.;1; 112,3698
 13.03.2013.; 13.03.2013.;1; 112,0749
 14.03.2013.; 14.03.2013.;1; 111,9428
 15.03.2013.; 15.03.2013.;1; 111,7890
 15.03.2013.; 16.03.2013.;1; 111,7890
 15.03.2013.; 17.03.2013.;1; 111,7890
 18.03.2013.; 18.03.2013.;1; 111,6459
 19.03.2013.; 19.03.2013.;1; 111,4620
 20.03.2013.; 20.03.2013.;1; 111,3037
 21.03.2013.; 21.03.2013.;1; 111,5656
 22.03.2013.; 22.03.2013.;1; 111,6905
 22.03.2013.; 23.03.2013.;1; 111,6905
 22.03.2013.; 24.03.2013.;1; 111,6905
 25.03.2013.; 25.03.2013.;1; 111,8225
 26.03.2013.; 26.03.2013.;1; 111,6104
 27.03.2013.; 27.03.2013.;1; 111,6434
 28.03.2013.; 28.03.2013.;1; 112,0246
 29.03.2013.; 29.03.2013.;1; 111,9575
 29.03.2013.; 30.03.2013.;1; 111,9575
 29.03.2013.; 31.03.2013.;1; 111,9575
 01.04.2013.; 01.04.2013.;1; 111,6905
 02.04.2013.; 02.04.2013.;1; 111,3949
 03.04.2013.; 03.04.2013.;1; 111,6295
 04.04.2013.; 04.04.2013.;1; 111,8984
 05.04.2013.; 05.04.2013.;1; 111,7551
 05.04.2013.; 06.04.2013.;1; 111,7551
 05.04.2013.; 07.04.2013.;1; 111,7551
 08.04.2013.; 08.04.2013.;1; 111,7566
 09.04.2013.; 09.04.2013.;1; 111,9627
 10.04.2013.; 10.04.2013.;1; 111,8412
 11.04.2013.; 11.04.2013.;1; 111,7947
 12.04.2013.; 12.04.2013.;1; 111,8517
 12.04.2013.; 13.04.2013.;1; 111,8517
 12.04.2013.; 14.04.2013.;1; 111,8517
 15.04.2013.; 15.04.2013.;1; 111,7341
 16.04.2013.; 16.04.2013.;1; 111,4950
 17.04.2013.; 17.04.2013.;1; 111,6977
 18.04.2013.; 18.04.2013.;1; 111,5858
 19.04.2013.; 19.04.2013.;1; 111,5507
 19.04.2013.; 20.04.2013.;1; 111,5507
 19.04.2013.; 21.04.2013.;1; 111,5507
 22.04.2013.; 22.04.2013.;1; 111,4062
 23.04.2013.; 23.04.2013.;1; 111,3083
 24.04.2013.; 24.04.2013.;1; 111,3447
 25.04.2013.; 25.04.2013.;1; 111,1369
 26.04.2013.; 26.04.2013.;1; 110,9528
 26.04.2013.; 27.04.2013.;1; 110,9528
 26.04.2013.; 28.04.2013.;1; 110,9528
 29.04.2013.; 29.04.2013.;1; 110,6951
 30.04.2013.; 30.04.2013.;1; 110,5426
 30.04.2013.; 01.05.2013.;1; 110,5426
 30.04.2013.; 02.05.2013.;1; 110,5426
 30.04.2013.; 03.05.2013.;1; 110,5426
 30.04.2013.; 04.05.2013.;1; 110,5426
 30.04.2013.; 05.05.2013.;1; 110,5426
 30.04.2013.; 06.05.2013.;1; 110,5426
 07.05.2013.; 07.05.2013.;1; 110,7065
 08.05.2013.; 08.05.2013.;1; 110,6659
 09.05.2013.; 09.05.2013.;1; 110,7546
 10.05.2013.; 10.05.2013.;1; 110,9261
 10.05.2013.; 11.05.2013.;1; 110,9261
 10.05.2013.; 12.05.2013.;1; 110,9261
 13.05.2013.; 13.05.2013.;1; 111,0098
 14.05.2013.; 14.05.2013.;1; 110,9505
 15.05.2013.; 15.05.2013.;1; 111,0026
 16.05.2013.; 16.05.2013.;1; 110,7701
 17.05.2013.; 17.05.2013.;1; 110,6402
 17.05.2013.; 18.05.2013.;1; 110,6402
 17.05.2013.; 19.05.2013.;1; 110,6402
 20.05.2013.; 20.05.2013.;1; 110,6278
 21.05.2013.; 21.05.2013.;1; 110,7259
 22.05.2013.; 22.05.2013.;1; 110,8905
 23.05.2013.; 23.05.2013.;1; 111,0028
 24.05.2013.; 24.05.2013.;1; 111,0359
 24.05.2013.; 25.05.2013.;1; 111,0359
 24.05.2013.; 26.05.2013.;1; 111,0359
 27.05.2013.; 27.05.2013.;1; 111,1023
 28.05.2013.; 28.05.2013.;1; 110,9191
 29.05.2013.; 29.05.2013.;1; 111,1147
 30.05.2013.; 30.05.2013.;1; 111,3912
 31.05.2013.; 31.05.2013.;1; 111,6101
 31.05.2013.; 01.06.2013.;1; 111,6101
 31.05.2013.; 02.06.2013.;1; 111,6101
 03.06.2013.; 03.06.2013.;1; 112,5065
 04.06.2013.; 04.06.2013.;1; 113,0848
 05.06.2013.; 05.06.2013.;1; 113,3692
 06.06.2013.; 06.06.2013.;1; 113,4555
 07.06.2013.; 07.06.2013.;1; 114,0314
 07.06.2013.; 08.06.2013.;1; 114,0314
 07.06.2013.; 09.06.2013.;1; 114,0314
 10.06.2013.; 10.06.2013.;1; 114,3579
 11.06.2013.; 11.06.2013.;1; 114,4544
 12.06.2013.; 12.06.2013.;1; 114,5143
 13.06.2013.; 13.06.2013.;1; 114,3304
 14.06.2013.; 14.06.2013.;1; 114,2407
 14.06.2013.; 15.06.2013.;1; 114,2407
 14.06.2013.; 16.06.2013.;1; 114,2407
 17.06.2013.; 17.06.2013.;1; 113,8336
 18.06.2013.; 18.06.2013.;1; 113,7542
 19.06.2013.; 19.06.2013.;1; 114,0438
 20.06.2013.; 20.06.2013.;1; 113,9489
 21.06.2013.; 21.06.2013.;1; 114,4434
 21.06.2013.; 22.06.2013.;1; 114,4434
 21.06.2013.; 23.06.2013.;1; 114,4434
 24.06.2013.; 24.06.2013.;1; 114,5353
 25.06.2013.; 25.06.2013.;1; 114,4423
 26.06.2013.; 26.06.2013.;1; 114,4927
 27.06.2013.; 27.06.2013.;1; 114,4595
 28.06.2013.; 28.06.2013.;1; 114,1715
 28.06.2013.; 29.06.2013.;1; 114,1715
 28.06.2013.; 30.06.2013.;1; 114,1715
 01.07.2013.; 01.07.2013.;1; 113,7296
 02.07.2013.; 02.07.2013.;1; 113,8482
 03.07.2013.; 03.07.2013.;1; 114,1305
 04.07.2013.; 04.07.2013.;1; 114,2302
 05.07.2013.; 05.07.2013.;1; 114,2531
 05.07.2013.; 06.07.2013.;1; 114,2531
 05.07.2013.; 07.07.2013.;1; 114,2531
 08.07.2013.; 08.07.2013.;1; 114,2062
 09.07.2013.; 09.07.2013.;1; 114,1492
 10.07.2013.; 10.07.2013.;1; 113,9903
 11.07.2013.; 11.07.2013.;1; 113,9866
 12.07.2013.; 12.07.2013.;1; 113,8334
 12.07.2013.; 13.07.2013.;1; 113,8334
 12.07.2013.; 14.07.2013.;1; 113,8334
 15.07.2013.; 15.07.2013.;1; 113,7597
 16.07.2013.; 16.07.2013.;1; 113,6361
 17.07.2013.; 17.07.2013.;1; 113,6843
 18.07.2013.; 18.07.2013.;1; 113,8551
 19.07.2013.; 19.07.2013.;1; 113,9116
 19.07.2013.; 20.07.2013.;1; 113,9116
 19.07.2013.; 21.07.2013.;1; 113,9116
 22.07.2013.; 22.07.2013.;1; 113,6443
 23.07.2013.; 23.07.2013.;1; 113,5826
 24.07.2013.; 24.07.2013.;1; 113,7347
 25.07.2013.; 25.07.2013.;1; 113,9330
 26.07.2013.; 26.07.2013.;1; 113,9351
 26.07.2013.; 27.07.2013.;1; 113,9351
 26.07.2013.; 28.07.2013.;1; 113,9351
 29.07.2013.; 29.07.2013.;1; 114,0934
 30.07.2013.; 30.07.2013.;1; 113,8701
 31.07.2013.; 31.07.2013.;1; 113,8015
 01.08.2013.; 01.08.2013.;1; 113,9501
 02.08.2013.; 02.08.2013.;1; 113,7995
 02.08.2013.; 03.08.2013.;1; 113,7995
 02.08.2013.; 04.08.2013.;1; 113,7995
 05.08.2013.; 05.08.2013.;1; 113,7213
 06.08.2013.; 06.08.2013.;1; 113,8331
 07.08.2013.; 07.08.2013.;1; 113,9092
 08.08.2013.; 08.08.2013.;1; 114,0209
 09.08.2013.; 09.08.2013.;1; 113,9239
 09.08.2013.; 10.08.2013.;1; 113,9239
 09.08.2013.; 11.08.2013.;1; 113,9239
 12.08.2013.; 12.08.2013.;1; 113,9164
 13.08.2013.; 13.08.2013.;1; 113,8258
 14.08.2013.; 14.08.2013.;1; 113,8542
 15.08.2013.; 15.08.2013.;1; 113,8883
 16.08.2013.; 16.08.2013.;1; 113,8911
 16.08.2013.; 17.08.2013.;1; 113,8911
 16.08.2013.; 18.08.2013.;1; 113,8911
 19.08.2013.; 19.08.2013.;1; 113,8537
 20.08.2013.; 20.08.2013.;1; 114,0382
 21.08.2013.; 21.08.2013.;1; 114,2517
 22.08.2013.; 22.08.2013.;1; 114,2835
 23.08.2013.; 23.08.2013.;1; 114,1871
 23.08.2013.; 24.08.2013.;1; 114,1871
 23.08.2013.; 25.08.2013.;1; 114,1871
 26.08.2013.; 26.08.2013.;1; 114,2557
 27.08.2013.; 27.08.2013.;1; 114,2462
 28.08.2013.; 28.08.2013.;1; 114,2621
 29.08.2013.; 29.08.2013.;1; 114,3770
 30.08.2013.; 30.08.2013.;1; 114,4255
 30.08.2013.; 31.08.2013.;1; 114,4255
 30.08.2013.; 01.09.2013.;1; 114,4255
 02.09.2013.; 02.09.2013.;1; 114,4276
 03.09.2013.; 03.09.2013.;1; 114,3504
 04.09.2013.; 04.09.2013.;1; 114,3850
 05.09.2013.; 05.09.2013.;1; 114,3850
 06.09.2013.; 06.09.2013.;1; 114,4059
 06.09.2013.; 07.09.2013.;1; 114,4059
 06.09.2013.; 08.09.2013.;1; 114,4059
 09.09.2013.; 09.09.2013.;1; 114,6645
 10.09.2013.; 10.09.2013.;1; 115,0174
 11.09.2013.; 11.09.2013.;1; 115,2574
 12.09.2013.; 12.09.2013.;1; 114,9357
 13.09.2013.; 13.09.2013.;1; 114,9895
 13.09.2013.; 14.09.2013.;1; 114,9895
 13.09.2013.; 15.09.2013.;1; 114,9895
 16.09.2013.; 16.09.2013.;1; 114,7840
 17.09.2013.; 17.09.2013.;1; 114,6142
 18.09.2013.; 18.09.2013.;1; 114,6433
 19.09.2013.; 19.09.2013.;1; 114,6859
 20.09.2013.; 20.09.2013.;1; 114,3143
 20.09.2013.; 21.09.2013.;1; 114,3143
 20.09.2013.; 22.09.2013.;1; 114,3143
 23.09.2013.; 23.09.2013.;1; 114,3337
 24.09.2013.; 24.09.2013.;1; 114,4742
 25.09.2013.; 25.09.2013.;1; 114,7433
 26.09.2013.; 26.09.2013.;1; 114,7537
 27.09.2013.; 27.09.2013.;1; 114,7698
 27.09.2013.; 28.09.2013.;1; 114,7698
 27.09.2013.; 29.09.2013.;1; 114,7698
 30.09.2013.; 30.09.2013.;1; 114,6044
 01.10.2013.; 01.10.2013.;1; 114,5399
 02.10.2013.; 02.10.2013.;1; 114,5512
 03.10.2013.; 03.10.2013.;1; 114,5296
 04.10.2013.; 04.10.2013.;1; 114,6187
 04.10.2013.; 05.10.2013.;1; 114,6187
 04.10.2013.; 06.10.2013.;1; 114,6187
 07.10.2013.; 07.10.2013.;1; 114,5659
 08.10.2013.; 08.10.2013.;1; 114,3331
 09.10.2013.; 09.10.2013.;1; 114,3175
 10.10.2013.; 10.10.2013.;1; 114,0936
 11.10.2013.; 11.10.2013.;1; 113,9298
 11.10.2013.; 12.10.2013.;1; 113,9298
 11.10.2013.; 13.10.2013.;1; 113,9298
 14.10.2013.; 14.10.2013.;1; 114,0335
 15.10.2013.; 15.10.2013.;1; 114,3266
 16.10.2013.; 16.10.2013.;1; 114,0758
 17.10.2013.; 17.10.2013.;1; 114,0895
 18.10.2013.; 18.10.2013.;1; 113,9656
 18.10.2013.; 19.10.2013.;1; 113,9656
 18.10.2013.; 20.10.2013.;1; 113,9656
 21.10.2013.; 21.10.2013.;1; 113,9907
 22.10.2013.; 22.10.2013.;1; 113,9145
 23.10.2013.; 23.10.2013.;1; 113,9789
 24.10.2013.; 24.10.2013.;1; 114,1472
 25.10.2013.; 25.10.2013.;1; 114,1576
 25.10.2013.; 26.10.2013.;1; 114,1576
 25.10.2013.; 27.10.2013.;1; 114,1576
 28.10.2013.; 28.10.2013.;1; 114,1342
 29.10.2013.; 29.10.2013.;1; 114,0472
 30.10.2013.; 30.10.2013.;1; 114,0334
 31.10.2013.; 31.10.2013.;1; 114,0082
 01.11.2013.; 01.11.2013.;1; 114,0456
 01.11.2013.; 02.11.2013.;1; 114,0456
 01.11.2013.; 03.11.2013.;1; 114,0456
 04.11.2013.; 04.11.2013.;1; 114,1015
 05.11.2013.; 05.11.2013.;1; 114,1562
 06.11.2013.; 06.11.2013.;1; 114,0833
 07.11.2013.; 07.11.2013.;1; 114,0867
 08.11.2013.; 08.11.2013.;1; 114,1122
 08.11.2013.; 09.11.2013.;1; 114,1122
 08.11.2013.; 10.11.2013.;1; 114,1122
 08.11.2013.; 11.11.2013.;1; 114,1122
 12.11.2013.; 12.11.2013.;1; 114,1068
 13.11.2013.; 13.11.2013.;1; 114,1023
 14.11.2013.; 14.11.2013.;1; 113,9990
 15.11.2013.; 15.11.2013.;1; 114,0040
 15.11.2013.; 16.11.2013.;1; 114,0040
 15.11.2013.; 17.11.2013.;1; 114,0040
 18.11.2013.; 18.11.2013.;1; 114,0515
 19.11.2013.; 19.11.2013.;1; 114,0492
 20.11.2013.; 20.11.2013.;1; 114,0557
 21.11.2013.; 21.11.2013.;1; 114,0501
 22.11.2013.; 22.11.2013.;1; 114,0569
 22.11.2013.; 23.11.2013.;1; 114,0569
 22.11.2013.; 24.11.2013.;1; 114,0569
 25.11.2013.; 25.11.2013.;1; 114,0312
 26.11.2013.; 26.11.2013.;1; 114,0544
 27.11.2013.; 27.11.2013.;1; 114,0405
 28.11.2013.; 28.11.2013.;1; 114,0657
 29.11.2013.; 29.11.2013.;1; 114,0442
 29.11.2013.; 30.11.2013.;1; 114,0442
 29.11.2013.; 01.12.2013.;1; 114,0442
 02.12.2013.; 02.12.2013.;1; 114,0909
 03.12.2013.; 03.12.2013.;1; 114,0431
 04.12.2013.; 04.12.2013.;1; 114,4010
 05.12.2013.; 05.12.2013.;1; 114,7166
 06.12.2013.; 06.12.2013.;1; 115,0178
 06.12.2013.; 07.12.2013.;1; 115,0178
 06.12.2013.; 08.12.2013.;1; 115,0178
 09.12.2013.; 09.12.2013.;1; 115,0216
 10.12.2013.; 10.12.2013.;1; 114,9036
 11.12.2013.; 11.12.2013.;1; 114,9240
 12.12.2013.; 12.12.2013.;1; 114,8469
 13.12.2013.; 13.12.2013.;1; 114,8823
 13.12.2013.; 14.12.2013.;1; 114,8823
 13.12.2013.; 15.12.2013.;1; 114,8823
 16.12.2013.; 16.12.2013.;1; 114,7033
 17.12.2013.; 17.12.2013.;1; 114,9334
 18.12.2013.; 18.12.2013.;1; 114,9840
 19.12.2013.; 19.12.2013.;1; 114,8154
 20.12.2013.; 20.12.2013.;1; 114,8498
 20.12.2013.; 21.12.2013.;1; 114,8498
 20.12.2013.; 22.12.2013.;1; 114,8498
 23.12.2013.; 23.12.2013.;1; 114,7343
 24.12.2013.; 24.12.2013.;1; 114,6532
 25.12.2013.; 25.12.2013.;1; 114,5923
 26.12.2013.; 26.12.2013.;1; 114,6194
 27.12.2013.; 27.12.2013.;1; 114,6161
 27.12.2013.; 28.12.2013.;1; 114,6161
 27.12.2013.; 29.12.2013.;1; 114,6161
 30.12.2013.; 30.12.2013.;1; 114,6309
 31.12.2013.; 31.12.2013.;1; 114,6421
 31.12.2013.; 01.01.2014.;1; 114,6421
 31.12.2013.; 02.01.2014.;1; 114,6421
 03.01.2014.; 03.01.2014.;1; 114,7559
 03.01.2014.; 04.01.2014.;1; 114,7559
 03.01.2014.; 05.01.2014.;1; 114,7559
 06.01.2014.; 06.01.2014.;1; 115,0103
 06.01.2014.; 07.01.2014.;1; 115,0103
 08.01.2014.; 08.01.2014.;1; 115,1102
 09.01.2014.; 09.01.2014.;1; 115,0934
 10.01.2014.; 10.01.2014.;1; 115,1284
 10.01.2014.; 11.01.2014.;1; 115,1284
 10.01.2014.; 12.01.2014.;1; 115,1284
 13.01.2014.; 13.01.2014.;1; 115,2861
 14.01.2014.; 14.01.2014.;1; 115,3466
 15.01.2014.; 15.01.2014.;1; 115,6494
 16.01.2014.; 16.01.2014.;1; 115,6032
 17.01.2014.; 17.01.2014.;1; 115,6140
 17.01.2014.; 18.01.2014.;1; 115,6140
 17.01.2014.; 19.01.2014.;1; 115,6140
 20.01.2014.; 20.01.2014.;1; 115,6912
 21.01.2014.; 21.01.2014.;1; 115,7172
 22.01.2014.; 22.01.2014.;1; 115,6963
 23.01.2014.; 23.01.2014.;1; 115,6805
 24.01.2014.; 24.01.2014.;1; 115,5840
 24.01.2014.; 25.01.2014.;1; 115,5840
 24.01.2014.; 26.01.2014.;1; 115,5840
 27.01.2014.; 27.01.2014.;1; 115,4337
 28.01.2014.; 28.01.2014.;1; 115,8646
 29.01.2014.; 29.01.2014.;1; 115,9888
 30.01.2014.; 30.01.2014.;1; 115,8362
 31.01.2014.; 31.01.2014.;1; 115,9236
 31.01.2014.; 01.02.2014.;1; 115,9236
 31.01.2014.; 02.02.2014.;1; 115,9236
 03.02.2014.; 03.02.2014.;1; 115,9378
 04.02.2014.; 04.02.2014.;1; 115,9150
 05.02.2014.; 05.02.2014.;1; 115,9756
 06.02.2014.; 06.02.2014.;1; 116,0376
 07.02.2014.; 07.02.2014.;1; 116,1253
 07.02.2014.; 08.02.2014.;1; 116,1253
 07.02.2014.; 09.02.2014.;1; 116,1253
 10.02.2014.; 10.02.2014.;1; 115,7248
 11.02.2014.; 11.02.2014.;1; 115,7361
 12.02.2014.; 12.02.2014.;1; 115,7541
 13.02.2014.; 13.02.2014.;1; 115,7731
 14.02.2014.; 14.02.2014.;1; 115,9091
 14.02.2014.; 15.02.2014.;1; 115,9091
